District,Constituency,Name,Political Party,Votes
ABIM,LABWOR COUNTY,OCHERO  JIMBRICKY NOMAN,NRM,14738
,LABWOR COUNTY,AYEPA  MICHAEL,INDEPENDENT,8466
,LABWOR COUNTY,OKELLO  PETER CROMWELL,INDEPENDENT,791
ADJUMANI,ADJUMANI EAST COUNTY,MAMAWI  JAMES,NRM,12014
,ADJUMANI EAST COUNTY,ANGEL  DULU MARK,INDEPENDENT,10728
,ADJUMANI EAST COUNTY,LANGI  PETER,INDEPENDENT,1722
,ADJUMANI EAST COUNTY,ANYAMA  DANIEL,INDEPENDENT,933
,ADJUMANI EAST COUNTY,ADRAWA  LAWRENCE DULU,FDC,390
ADJUMANI,ADJUMANI WEST COUNTY,ALI  MOSES,NRM,10227
,ADJUMANI WEST COUNTY,TANDRUPASI  PATRICK,FDC,6891
,ADJUMANI WEST COUNTY,ADRAWA  SANTOS GABRIEL,INDEPENDENT,1836
,ADJUMANI WEST COUNTY,ASUSI  DOMINIC ANDAMA,INDEPENDENT,1145
,ADJUMANI WEST COUNTY,IRAMA  TOLU PHILIP,INDEPENDENT,934
,ADJUMANI WEST COUNTY,AJIRIKA  DRASIKU HENRY,INDEPENDENT,603
,ADJUMANI WEST COUNTY,DRAGA  GASPER,INDEPENDENT,202
,,,,
AGAGO,AGAGO  WEST COUNTY,ANYWAR  RICKY RICHARD,NRM,9892
,AGAGO  WEST COUNTY,ODIDA  PATRICK,INDEPENDENT,4954
,AGAGO  WEST COUNTY,OYAKA  DICKENS,INDEPENDENT,745
,AGAGO  WEST COUNTY,OCHAN  BENSON,NUP,72
AGAGO,AGAGO COUNTY,LAGEN  DAVID,NRM,9396
,AGAGO COUNTY,OTTO  EDWARD MAKMOT,INDEPENDENT,8789
,AGAGO COUNTY,KOMAKECH  CHARLES TOO- ODERA,INDEPENDENT,2846
,AGAGO COUNTY,OKWIR  BELLY SAM OJARA,INDEPENDENT,2692
AGAGO,AGAGO NORTH COUNTY,OKOT  JOHN AMOS,NRM,7943
,AGAGO NORTH COUNTY,OKETTA  WALTER OGWANG,INDEPENDENT,6551
,AGAGO NORTH COUNTY,OJERA  JACKSON ABUSU,INDEPENDENT,4922
,AGAGO NORTH COUNTY,OGENGA LATIGO  MORRIS WODAMIDA,INDEPENDENT,4286
,AGAGO NORTH COUNTY,OPOKA  KENNETH GEOFFREY,FDC,1782
,AGAGO NORTH COUNTY,OPIO  KENNETH OYO,INDEPENDENT,650
ALEBTONG,AJURI COUNTY,OBUA  DENIS HAMSON,NRM,11796
,AJURI COUNTY,ONGOM  EMMANUEL OKWEL,FDC,10612
,AJURI COUNTY,OKWIR  ISAAC,INDEPENDENT,5859
ALEBTONG,AJURI COUNTY,ONYOK  HOWARD,UPC,3933
,AJURI COUNTY,APENYO  ISAAC,INDEPENDENT,2222
ALEBTONG,MOROTO COUNTY,OKWIR  SAMUEL,NRM,17703
,MOROTO COUNTY,OLANG  PATRICK,INDEPENDENT,9874
,MOROTO COUNTY,OBOTE  KENNEDY OJUKA,UPC,2644
,MOROTO COUNTY,OPIO  DENIS,INDEPENDENT,1801
,MOROTO COUNTY,OKOT  FREDRICK NAURIES,FDC,343
,MOROTO COUNTY,OJEDE  ZIEGLER BOBSON,INDEPENDENT,225
AMOLATAR,KIOGA COUNTY,OKOT  MOSES JUNIOR,FDC,8537
,KIOGA COUNTY,OKELLO  ANTHONY,NRM,6927
,KIOGA COUNTY,ADUPA  ONGWECH FELIX,INDEPENDENT,5691
,KIOGA COUNTY,OTAKA  GEORGE,INDEPENDENT,1259
,KIOGA COUNTY,ANGOLE  JOSEPH,INDEPENDENT,489
,KIOGA COUNTY,OKUU  OKUU DEOGRATIUS,INDEPENDENT,110
AMOLATAR,KIOGA NORTH COUNTY,OLOBO  JAMES,NRM,14021
,KIOGA NORTH COUNTY,ECAM  NELSON,INDEPENDENT,6381
,KIOGA NORTH COUNTY,ABWANG  MIKE OTIM,FDC,4346
AMOLATAR,KIOGA NORTH COUNTY,OGWANG  PATRICK,UPC,3376
,KIOGA NORTH COUNTY,OLING  JASPER,INDEPENDENT,844
,KIOGA NORTH COUNTY,TYAN  ABEL,NUP,227
AMUDAT,UPE COUNTY,LOLEM  MICAH AKASILE,NRM,16241
,UPE COUNTY,KIPTERIT  CHRISTOPHER AKORIKIMOI,INDEPENDENT,11939
,UPE COUNTY,BAKAN  APPOLLO JAMES,INDEPENDENT,2972
AMURIA,AMURIA COUNTY,ECWERU  MUSA FRANCIS,NRM,20143
,AMURIA COUNTY,EDIAU  SAMUEL,UPC,12399
,AMURIA COUNTY,AMOLO  SIMON PETER ORIOKOT,INDEPENDENT,4511
,AMURIA COUNTY,EKALET  BERNARA,INDEPENDENT,473
,AMURIA COUNTY,OKURUT  CHRISTOPHER,ANT,454
AMURIA,ORUNGO COUNTY,ODONGO  JEJE ABUBAKAR,NRM,15173
,ORUNGO COUNTY,ESERU  FRED,FDC,3233
,ORUNGO COUNTY,ESOGU  NELSON,NUP,1175
AMURU,KILAK NORTH COUNTY,AKOL  ANTHONY,FDC,6534
,KILAK NORTH COUNTY,OJERA  CHRISTOPHER,NRM,6366
,KILAK NORTH COUNTY,OCAN  JOHN BOSCO,INDEPENDENT,1927
AMURU,KILAK NORTH COUNTY,OMONY  JULIUS,INDEPENDENT,1312
,KILAK NORTH COUNTY,ODONGKARA  CHRISTOPHER,INDEPENDENT,773
,KILAK NORTH COUNTY,OKELLO  DAVID,NUP,360
,KILAK NORTH COUNTY,TUGUME  JUSTUS,INDEPENDENT,250
,KILAK NORTH COUNTY,SIMBA  FRANCIS,INDEPENDENT,148
AMURU,KILAK SOUTH COUNTY,OLANYA  GILBERT,FDC,10820
,KILAK SOUTH COUNTY,NOKRACH  WILSON WILLIAM,NRM,5189
,KILAK SOUTH COUNTY,ANENA  KEVIN OKUMU,INDEPENDENT,1271
,KILAK SOUTH COUNTY,OCIRA  SOLOMON,INDEPENDENT,467
,KILAK SOUTH COUNTY,ANYWAR  CHRISTOPHER,DP,290
,KILAK SOUTH COUNTY,OKELLO  JAMES MOGI,ANT,178
APAC,APAC MUNICIPALITY,OCAN  PATRICK,UPC,9469
,APAC MUNICIPALITY,OKELLO  JIMMY,NRM,3675
APAC,MARUZI COUNTY,AKORA  MAXWELL EBONG PATRICK,UPC,10758
,MARUZI COUNTY,OPETO  MOSES,NRM,7987
,MARUZI COUNTY,ODORA  DENIS MR DEE,INDEPENDENT,2204
,MARUZI COUNTY,OKELLO  GEORGE EKWARO,FDC,977
APAC,MARUZI NORTH COUNTY,OKELLO  NELSON,UPC,9395
,MARUZI NORTH COUNTY,CHONO  PATRICK OKELLO,NRM,7876
,MARUZI NORTH COUNTY,ODONGO  FRANCIS,INDEPENDENT,1344
ARUA,VURRA COUNTY,ADRIKO  YOVAN,NRM,21989
,VURRA COUNTY,EJUA  SIMON,INDEPENDENT,7710
,VURRA COUNTY,PARIYO  PETER,INDEPENDENT,3408
,VURRA COUNTY,OBINI  GERALD,DP,1217
ARUA CITY,ARUA CENTRAL DIVISION,ATIMA JACKSON  LEE BUTI,NRM,6570
,ARUA CENTRAL DIVISION,WADRI  KASSIANO EZATI,ANT,6038
,ARUA CENTRAL DIVISION,HADAD  SALIM,NUP,5711
,ARUA CENTRAL DIVISION,ASEGA  HABIB JOGO,JEEMA,238
,ARUA CENTRAL DIVISION,ADOMATI  RONALD,FDC,156
,ARUA CENTRAL DIVISION,LEMERIGA  FADHIL KUJO,DP,154
ARUA CITY,AYIVU DIVISION EAST,FETA  GEOFREY,NRM,10431
,AYIVU DIVISION EAST,AVUTIA  SIMON,INDEPENDENT,5022
,AYIVU DIVISION EAST,AYIKOBUA  ISAAC,NUP,3937
,AYIVU DIVISION EAST,PIRIO  GASPER,DP,2523
ARUA CITY,AYIVU DIVISION EAST,MUNDURU  KEVIN,INDEPENDENT,2326
,AYIVU DIVISION EAST,ADRABO  ALEX ADIGA,INDEPENDENT,2322
,AYIVU DIVISION EAST,DRAVILLE  BEN,INDEPENDENT,1608
,AYIVU DIVISION EAST,TEKAKWO  VENICE,INDEPENDENT,593
,AYIVU DIVISION EAST,ANGUFIRU  MARGARET,INDEPENDENT,423
ARUA CITY,AYIVU DIVISION WEST,LEMATIA  JOHN,NRM,11269
,AYIVU DIVISION WEST,ATIKU  BENARD,INDEPENDENT,9196
,AYIVU DIVISION WEST,AYIKOBUA  DENIS,INDEPENDENT,5091
,AYIVU DIVISION WEST,AFAYOA  CHRISTOPHER,DP,614
BUDAKA,BUDAKA COUNTY,MBOIZI  ARTHUR WAAKO,INDEPENDENT,9463
,BUDAKA COUNTY,KASIBBO  JOSHUA OMAYENDE,NRM,7919
,BUDAKA COUNTY,KISAALE  JAMES,INDEPENDENT,6397
,BUDAKA COUNTY,MUGULUSI  GONANSA NKODONGOLE,INDEPENDENT,3507
,BUDAKA COUNTY,GOIRE  MOSES,INDEPENDENT,3335
,BUDAKA COUNTY,MBOGO  KEZEKIA,INDEPENDENT,3272
,BUDAKA COUNTY,MWANIKA  FRANCIS,INDEPENDENT,2767
,BUDAKA COUNTY,MAGGWA  ASUMAN,NUP,1052
BUDAKA,IKI-IKI COUNTY,KASOLO  ROBERT,NRM,10928
,IKI-IKI COUNTY,KAMPANYA  ABDU SWAIBU,INDEPENDENT,7499
,IKI-IKI COUNTY,MUGWERI  GEOFFREY,INDEPENDENT,7227
,IKI-IKI COUNTY,KAMWADA  WILLIAM HARVEY,FDC,362
,IKI-IKI COUNTY,KABIRA  BRIAN,INDEPENDENT,169
,IKI-IKI COUNTY,MUSIGIRE  ABBAS,INDEPENDENT,117
BUDUDA,BUSHIGAI COUNTY,WAKIKONA  WANDENDEYA DAVID,NRM,4198
,BUSHIGAI COUNTY,WATIRA  WILSON,INDEPENDENT,2172
,BUSHIGAI COUNTY,NAMUKOWA  PHILIP,INDEPENDENT,1873
,BUSHIGAI COUNTY,WAMBOKO  PETER KITUNO,INDEPENDENT,376
,BUSHIGAI COUNTY,KHATONDI  JOB,INDEPENDENT,328
BUDUDA,LUTSESHE COUNTY,MODOI  ISAAC,NRM,9990
,LUTSESHE COUNTY,WATENGA  GODFREY NABUTANYI,INDEPENDENT,9304
,LUTSESHE COUNTY,BIKALA  MOSES MUKUWA,INDEPENDENT,222
,LUTSESHE COUNTY,MASIKA  ROBERT,NUP,198
,LUTSESHE COUNTY,WAKOSESE  MICHEAL,INDEPENDENT,192
,LUTSESHE COUNTY,NABOKYE  WILSON,INDEPENDENT,37
BUDUDA,MANJIYA COUNTY,NAMBESHE  JOHN BAPTIST,NUP,9994
,MANJIYA COUNTY,MUKHOBEH  MOSES KHAUKHA,NRM,5032
,MANJIYA COUNTY,HUSSEIN  KATO MATANDA,INDEPENDENT,1069
,MANJIYA COUNTY,MATSANGA  JACKSON,INDEPENDENT,528
BUGIRI,BUGIRI MUNICIPALITY,BASALIRWA  ASUMAN,JEEMA,5325
,BUGIRI MUNICIPALITY,OKETCHO  JOHN FRANCIS,NRM,3779
,BUGIRI MUNICIPALITY,KIZIRE  NAKENDO IBRAHIM,INDEPENDENT,129
,BUGIRI MUNICIPALITY,MAGUMBA  FRANK,INDEPENDENT,69
,BUGIRI MUNICIPALITY,WAISWA  JAMIRU,INDEPENDENT,63
,BUGIRI MUNICIPALITY,WAFULA  STEPHEN,FDC,55
,BUGIRI MUNICIPALITY,WAFULA  FAHADI,INDEPENDENT,32
BUGIRI,BUKOOLI COUNTY CENTRAL,SILWANY  SOLOMON,NRM,24244
,BUKOOLI COUNTY CENTRAL,WAFULA  OGUTTU,FDC,12555
,BUKOOLI COUNTY CENTRAL,MUGOYA  ALI MUKOOVA,INDEPENDENT,5243
,BUKOOLI COUNTY CENTRAL,LUWANGA  FREDDIE DAVID MULENGANI,INDEPENDENT,3314
,BUKOOLI COUNTY CENTRAL,NTAMBI  LATIF ARAFAT,NUP,3028
,BUKOOLI COUNTY CENTRAL,KAREMIRE  MUGAGGA MUKUVE,INDEPENDENT,1680
BUGIRI,BUKOOLI COUNTY CENTRAL,WANDERA  ISMAIL ONYANGO,INDEPENDENT,1420
,BUKOOLI COUNTY CENTRAL,OKANGA  CHARLES,INDEPENDENT,586
,BUKOOLI COUNTY CENTRAL,WABWIRE  CHARLES,INDEPENDENT,482
,BUKOOLI COUNTY CENTRAL,MUKAMA  ABUBAKALI,INDEPENDENT,413
,BUKOOLI COUNTY CENTRAL,BALYEIDHUSA  SAMUEL BRIGHT,INDEPENDENT,259
BUGIRI,BUKOOLI COUNTY NORTH,BAKA  STEPHEN MUGABI,NRM,19318
,BUKOOLI COUNTY NORTH,AYAGALACHI  JAMALI,NUP,9197
,BUKOOLI COUNTY NORTH,NAKENDO  ISAAC,INDEPENDENT,9056
,BUKOOLI COUNTY NORTH,ENGURATA  GEORGE WILLIAM,FDC,622
,BUKOOLI COUNTY NORTH,MWONDHA  SAMUEL DAVID,INDEPENDENT,266
,BUKOOLI COUNTY NORTH,TENYWA  HUSSEIN NYAIKA,ANT,184
BUGWERI,BUGWERI COUNTY,KATUNTU  ABDU,INDEPENDENT,17813
,BUGWERI COUNTY,IBAALE  DANIEL  JOSEPH,NRM,13141
,BUGWERI COUNTY,GALISONGA  JULIUS,FDC,9074
,BUGWERI COUNTY,KEDDY  ABUBAKER,NUP,2624
,BUGWERI COUNTY,NKUUTU  SHABAN,INDEPENDENT,1535
,BUGWERI COUNTY,NKUUTU  SULAIMAN,INDEPENDENT,643
,,,,
BUGWERI,BUGWERI COUNTY,KAKAIRE  SULAIMAN,ANT,460
,BUGWERI COUNTY,MENYA  ISIIMA,INDEPENDENT,243
,BUGWERI COUNTY,MALIBA  HARITH,JEEMA,114
,BUGWERI COUNTY,KIRUNDA  KIBEDI  PAUL,DP,88
,BUGWERI COUNTY,MAMBO  KASIMU,INDEPENDENT,75
BUHWEJU,BUHWEJU COUNTY,MWIJUKYE  FRANCIS,FDC,12084
,BUHWEJU COUNTY,RUGYERO GREAT  ALEX,NRM,9769
,BUHWEJU COUNTY,MUKIIZA  LINAS,ANT,69
BUHWEJU,BUHWEJU WEST COUNTY,BIRAARO  EPHRAIM GANSHANGA,NRM,14423
,BUHWEJU WEST COUNTY,NAREEBA  DANIEL,INDEPENDENT,10234
,BUHWEJU WEST COUNTY,TWINOMUGISHA  WILSON,INDEPENDENT,1300
,BUHWEJU WEST COUNTY,ABENAITWE  EVATH KAFUREEKA,FDC,175
,BUHWEJU WEST COUNTY,MPIIRWOMUGISHA  ISAIAH,ANT,142
BUIKWE,BUIKWE COUNTY SOUTH,BAYIGGA  MICHAEL PHILIP LULUME,DP,28759
,BUIKWE COUNTY SOUTH,MUTEBI  DAVID RONNIE,NRM,15024
,BUIKWE COUNTY SOUTH,SEMBUYA KOONA MAGULU STEPHEN,NUP,2892
,BUIKWE COUNTY SOUTH,NSUBUGA  MURSHID,JEEMA,311
BUIKWE,BUIKWE COUNTY SOUTH,KATAMBULA  STEPHEN,INDEPENDENT,305
,BUIKWE COUNTY SOUTH,SEKIMULI  ANDREW,INDEPENDENT,300
,BUIKWE COUNTY SOUTH,SENDEGE  IVAN,INDEPENDENT,174
BUIKWE,LUGAZI MUNICIPALITY,SSERUBULA STEPHEN,NUP,14409
,LUGAZI MUNICIPALITY,MULINDWA ISAAC SSOZI,INDEPENDENT,10085
,LUGAZI MUNICIPALITY,BOGERE RICHARD SSENKAABA,NRM,8901
,LUGAZI MUNICIPALITY,SSERUWAJI MOSES,INDEPENDENT,627
,LUGAZI MUNICIPALITY,ONZIMA BOSCO,FDC,492
BUIKWE,NJERU MUNICIPALITY,LWANGA JIMMY,NUP,13676
,NJERU MUNICIPALITY,NYANGO DIANA HOPE,NRM,7234
,NJERU MUNICIPALITY,MUSOKE PAUL SEBULIME,INDEPENDENT,6736
,NJERU MUNICIPALITY,KABUYE BADIRU MPOZA,INDEPENDENT,6094
,NJERU MUNICIPALITY,EMOLU GODFREY KIZZA,FDC,4476
,NJERU MUNICIPALITY,ONYANGO DAVID,INDEPENDENT,2275
,NJERU MUNICIPALITY,MUSANJE MOSES,INDEPENDENT,1513
,NJERU MUNICIPALITY,LUSWATA NASHIF,JEEMA,1180
,NJERU MUNICIPALITY,KALAZANI CHARLES,ANT,834
BUIKWE,NJERU MUNICIPALITY,MUGABI ARTHUR,INDEPENDENT,431
,NJERU MUNICIPALITY,WANZALA RICHARD,DP,304
BUKEDEA,BUKEDEA COUNTY,IKOJO  JOHN BOSCO,NRM,20112
,BUKEDEA COUNTY,EKUMA  GEORGE STEPHEN,INDEPENDENT,10546
,BUKEDEA COUNTY,OBILAN  ABUBAKAR UMAR,INDEPENDENT,4957
,BUKEDEA COUNTY,OMODING  PETERSON,INDEPENDENT,2723
,BUKEDEA COUNTY,EMAASIT  DANIEL,INDEPENDENT,1451
,BUKEDEA COUNTY,EYATU  KENNETH,INDEPENDENT,872
,BUKEDEA COUNTY,EKOOM  STEPHEN,NUP,617
,BUKEDEA COUNTY,OITA  SAM  ODEKE,FDC,461
BUKEDEA,KACHUMBALA COUNTY,OPOLOT  PATRICK  ISIAGI,NRM,11717
,KACHUMBALA COUNTY,ALEKO  HENRY,INDEPENDENT,4573
,KACHUMBALA COUNTY,OKELLOTO  TOM,INDEPENDENT,1584
,KACHUMBALA COUNTY,OMAGOR  DAVID STEPHEN,INDEPENDENT,374
BUKOMANSIMBI,BUKOMANSIMBI NORTH COUNTY,NANDAGIRE  CHRISTINE NDIWALANA,NUP,9617
,BUKOMANSIMBI NORTH COUNTY,KATUSHABE  RUTH,NRM,6599
,BUKOMANSIMBI NORTH COUNTY,LUBYAYI  IDDI KISIKI,INDEPENDENT,4238
BUKOMANSIMBI,BUKOMANSIMBI NORTH COUNTY,KATEREGGA  MOHAMED,JEEMA,3076
,BUKOMANSIMBI NORTH COUNTY,KAWOOYA  YASIIN,DP,251
,BUKOMANSIMBI NORTH COUNTY,NAMAKULA  RACHEAL,INDEPENDENT,182
,BUKOMANSIMBI NORTH COUNTY,SSEBUGWAWO  YUSUFU,INDEPENDENT,47
BUKOMANSIMBI,BUKOMANSIMBI SOUTH COUNTY,KAYEMBA  GEOFREY SSOLO,NUP,9200
,BUKOMANSIMBI SOUTH COUNTY,KAGIMU  KIWANUKA MAURICE,INDEPENDENT,4072
,BUKOMANSIMBI SOUTH COUNTY,SEMAKULA  BASHIR,NRM,3787
,BUKOMANSIMBI SOUTH COUNTY,KIYINGI  DEOGRATIUS DEUSDEDIT GONZAGA,DP,2955
,BUKOMANSIMBI SOUTH COUNTY,MUBIRU  ARTHUR,INDEPENDENT,1462
,BUKOMANSIMBI SOUTH COUNTY,NALUWUGE  ANNET,INDEPENDENT,487
,BUKOMANSIMBI SOUTH COUNTY,MULINDWA  ANDREW,INDEPENDENT,328
,BUKOMANSIMBI SOUTH COUNTY,BIRIMUKATONDA  EVA NORAH,INDEPENDENT,321
,BUKOMANSIMBI SOUTH COUNTY,MUTEBI  DENIS MUZEYI,INDEPENDENT,202
,BUKOMANSIMBI SOUTH COUNTY,SEBUKOMO  JULIUS,FDC,33
BUKWO,KONGASIS COUNTY,REUBEN  PAUL CHELIMO,NRM,6821
,KONGASIS COUNTY,SABILA  NELSON,INDEPENDENT,6714
,KONGASIS COUNTY,CHEROP  CHARLIE CHEPTOIK CHASSIE,INDEPENDENT,5470
BUKWO,T'OO COUNTY,CHELANGAT  ALINGA SOLOMON,NRM,8219
,T'OO COUNTY,KITI  PETER,INDEPENDENT,4017
,T'OO COUNTY,LABU  PATRICK,INDEPENDENT,1248
BULAMBULI,BULAMBULI COUNTY,KATENYA  ISAAC,INDEPENDENT,8847
,BULAMBULI COUNTY,BURUNDO  MUNGOMA MUSINGO ALEX,NRM,6814
,BULAMBULI COUNTY,GASHALI  TOM,INDEPENDENT,2554
,BULAMBULI COUNTY,BIARA  EMMANUEL WEPUKHULU,INDEPENDENT,1626
,BULAMBULI COUNTY,SAMAALI  MOSES,FDC,130
,BULAMBULI COUNTY,WABULAKA  PAUL,DP,83
BULAMBULI,ELGON COUNTY,WAMAKUYU  IGNATIUS MUDIMI,NRM,9213
,ELGON COUNTY,MASABA  EMMANUEL WEKOMBA,FDC,1765
,ELGON COUNTY,WADULO  GIDADUYI GEOFFREY ROBERT,INDEPENDENT,384
BULAMBULI,ELGON NORTH COUNTY,NANGOLI  GERALD,NRM,15753
,ELGON NORTH COUNTY,MUSUDO  NANJERA HANNINGTON,INDEPENDENT,3123
,ELGON NORTH COUNTY,MWAMBU  MADETE CHRISTOPHER,INDEPENDENT,195
BULIISA,BULIISA COUNTY,ATUGONZA  ALLAN,INDEPENDENT,15062
,BULIISA COUNTY,BIRAAHWA  STEVEN MUKITALE ADYEERI,NRM,12340
BUNDIBUGYO,BUGHENDERA COUNTY,ACROBERT  KIIZA MOSES,INDEPENDENT,13897
,BUGHENDERA COUNTY,MBALIBULHA  KIBANZANGA TABAN CHRISTOPHER,NRM,13462
,BUGHENDERA COUNTY,SUNDAY  APOLO,NUP,1571
,BUGHENDERA COUNTY,MUMBERE  EZRA,DP,38
BUNDIBUGYO,BWAMBA COUNTY,GAFABUSA  RICHARD MUHUMUZA,NRM,27202
,BWAMBA COUNTY,KAMANDA COS  BATARINGAYA,INDEPENDENT,12732
,BWAMBA COUNTY,BALYESIIMA  METHODIUS,INDEPENDENT,3276
BUNYANGABU,BUNYANGABU COUNTY,KAMUKAMA  DAVIS,NRM,31353
,BUNYANGABU COUNTY,KALENZI  VICTOR,INDEPENDENT,14251
,BUNYANGABU COUNTY,BWAMBALE  BENON,ANT,2811
,BUNYANGABU COUNTY,WOMUJUNI  VINCENT,INDEPENDENT,2742
,BUNYANGABU COUNTY,MURUNGI  PATRICK ZERESIRE,INDEPENDENT,2262
,BUNYANGABU COUNTY,KASINGA  LAWRENCE,INDEPENDENT,1889
,BUNYANGABU COUNTY,KIMULI  KENNETH,INDEPENDENT,686
,BUNYANGABU COUNTY,KABAGYO-KISEMBO  ROBERT JOSEPH,INDEPENDENT,503
,BUNYANGABU COUNTY,RWABUKUKU  KENNETH,INDEPENDENT,378
BUSHENYI,BUSHENYI -ISHAKA MUNICIPALITY,KABUURA  DERRICK,NRM,8199
BUSHENYI,BUSHENYI -ISHAKA MUNICIPALITY,TAYEBWA  ODO,FDC,5898
,BUSHENYI -ISHAKA MUNICIPALITY,NYAKAHANGURA  YEDIDIA,ANT,734
,BUSHENYI -ISHAKA MUNICIPALITY,AKANDUHURA  KENNETH,INDEPENDENT,306
,BUSHENYI -ISHAKA MUNICIPALITY,TWAHIKA  DENIS,INDEPENDENT,166
,BUSHENYI -ISHAKA MUNICIPALITY,AHABWE  RUKIRA ELLY,INDEPENDENT,47
,BUSHENYI -ISHAKA MUNICIPALITY,NDUHUKIRE  NASSER,INDEPENDENT,13
BUSHENYI,IGARA COUNTY EAST,MAWANDA  MICHEAL MARANGA,NRM,13973
,IGARA COUNTY EAST,MUGURA  DAN,INDEPENDENT,11163
,IGARA COUNTY EAST,MARTIAL  ANDREW,INDEPENDENT,4904
,IGARA COUNTY EAST,GAKYALO  FABIAN,INDEPENDENT,966
,IGARA COUNTY EAST,AMANYA  ANDREW,FDC,538
,IGARA COUNTY EAST,TUMUKUNDE  JOSHUA,NUP,253
,IGARA COUNTY EAST,ATUHURIIRE  MODERN,ANT,172
BUSHENYI,IGARA COUNTY WEST,MBWATEKAMWA  GAFFA,NRM,24508
,IGARA COUNTY WEST,KABWEGYERE  TARSIS BAZANA,INDEPENDENT,12660
,IGARA COUNTY WEST,KATANA  ATUHAIRE BRIAN,FDC,742
,IGARA COUNTY WEST,NAYEBARE  JUMA,NUP,286
BUSHENYI,IGARA COUNTY WEST,TUMUTEGYERIZE  ONESMAS,INDEPENDENT,188
,IGARA COUNTY WEST,KARUHANGA  NICHOLAS,INDEPENDENT,0
BUSIA,BUSIA MUNICIPALITY,MACHO  GEOFREY,INDEPENDENT,3507
,BUSIA MUNICIPALITY,KAMBA  HASSAN,NRM,3411
,BUSIA MUNICIPALITY,BARASA  LIVING OUMA,NUP,2344
,BUSIA MUNICIPALITY,MULEMYA  ISMAIL SOWED,INDEPENDENT,1848
,BUSIA MUNICIPALITY,ACHOKA  EGESA FREDDY,FDC,1106
,BUSIA MUNICIPALITY,WANYAMA  KENEDDY,INDEPENDENT,938
,BUSIA MUNICIPALITY,WABWIRE  DENNIS SHIUNDU,INDEPENDENT,910
,BUSIA MUNICIPALITY,MUKASA  ABDALLA TIFF BBALE,JEEMA,700
,BUSIA MUNICIPALITY,WESONGA  MICHAEL KAJUBA,INDEPENDENT,625
,BUSIA MUNICIPALITY,EGESSA  JAMES,INDEPENDENT,383
,BUSIA MUNICIPALITY,OUMA  IDI,INDEPENDENT,87
,BUSIA MUNICIPALITY,ARMADO  SAMMY GILBERT,DP,62
BUSIA,SAMIA BUGWE CENTRAL COUNTY,NYANGWESO  DENNIS,INDEPENDENT,13917
,SAMIA BUGWE CENTRAL COUNTY,WANYAMA  RICHARD,NRM,11528
,SAMIA BUGWE CENTRAL COUNTY,MBAHA  EMMERY PATRICE,INDEPENDENT,1194
BUSIA,SAMIA BUGWE CENTRAL COUNTY,NAMAYINDI  JOHN CHARLES,INDEPENDENT,999
,SAMIA BUGWE CENTRAL COUNTY,NGWABE  DEOGRACIOUS,FDC,267
,SAMIA BUGWE CENTRAL COUNTY,OBURANIA  FREDDIE,INDEPENDENT,252
BUSIA,SAMIA BUGWE COUNTY NORTH,MULIMBA  JOHN,NRM,13528
,SAMIA BUGWE COUNTY NORTH,TABALUK  MOSES,INDEPENDENT,6148
,SAMIA BUGWE COUNTY NORTH,OKWARE  DOROTHY,INDEPENDENT,5286
,SAMIA BUGWE COUNTY NORTH,WANDERA  JOHN PAUL,INDEPENDENT,2770
,SAMIA BUGWE COUNTY NORTH,KWAMUSI  ELIASA,NUP,2745
,SAMIA BUGWE COUNTY NORTH,NTALO  GODFREY,INDEPENDENT,1493
,SAMIA BUGWE COUNTY NORTH,PADDE  GERALD AUKU,INDEPENDENT,659
,SAMIA BUGWE COUNTY NORTH,NDEGE  JAMES,FDC,587
,SAMIA BUGWE COUNTY NORTH,WABWIRE  GODFREY,INDEPENDENT,253
,SAMIA BUGWE COUNTY NORTH,LUMONYA  PATRICK,INDEPENDENT,234
,SAMIA BUGWE COUNTY NORTH,HAJUSU  MICHEAL,INDEPENDENT,201
,SAMIA BUGWE COUNTY NORTH,OJAMBO  TONNY,INDEPENDENT,129
,SAMIA BUGWE COUNTY NORTH,MUGENI  SIMON PETER,INDEPENDENT,113
,SAMIA BUGWE COUNTY NORTH,MAYENDE  ERINEO SIRONDA,INDEPENDENT,96
BUSIA,SAMIA BUGWE COUNTY SOUTH,WERE  GODFREY ODERO,INDEPENDENT,8098
,SAMIA BUGWE COUNTY SOUTH,MAGANDA  JULIUS WANDERA,NRM,7811
,SAMIA BUGWE COUNTY SOUTH,ONYANGO  PATRICK,INDEPENDENT,2912
,SAMIA BUGWE COUNTY SOUTH,BARAZAH  CHARLES,FDC,593
,SAMIA BUGWE COUNTY SOUTH,BABONE  OLIVER BETTY,INDEPENDENT,260
,SAMIA BUGWE COUNTY SOUTH,EGESSA  PATRICK NEINDA,INDEPENDENT,86
,SAMIA BUGWE COUNTY SOUTH,MAKOHA  JULIUS,ANT,28
BUTALEJA,BUNYOLE EAST COUNTY,MUTEMBULI  YUSUF,NRM,20821
,BUNYOLE EAST COUNTY,MUSAMBA  MOSES  NAGWOMU,INDEPENDENT,12760
,BUNYOLE EAST COUNTY,MULABI  DAVID,INDEPENDENT,602
,BUNYOLE EAST COUNTY,MUYAGU  RONNIE,NUP,596
,BUNYOLE EAST COUNTY,MWIMA  MOSES BIZZIBU WERE,INDEPENDENT,423
